最近三个会计年度累计现金分红金额（含税）(1),"71,226,983.09"
最近三个会计年度累计回购并注销金额(2),不适用
最近三个会计年度现金分红和回购并注销累计金额(3)=(1)+(2),"71,226,983.09"
最近三个会计年度年均净利润金额(4),"69,076,719.42"
最近三个会计年度现金分红比例（%）(5)=(3)/(4),103.11
最近一个会计年度合并报表中归属于上市公司普通股股东的净利润,"56,942,009.37"
最近一个会计年度母公司报表年度末未分配利润,"660,922,222.69"
