项目,期末余额,,,期初余额,,
,账面余额,"减
值
准
备",账面价值,账面余额,减值准备,账面价值
"深圳市福成和
辉产业发展投
资企业（有限
合伙）投资款",,,,"91,515,835.49","35,550,000.00","55,965,835.49"
"预付工程设备
款","300,000.00",,"300,000.00","3,110,411.35",,"3,110,411.35"
合计,"300,000.00",,"300,000.00","94,626,246.84","35,550,000.00","59,076,246.84"
