销售渠道,本年度,,,上年度,,
,营业收入,"营业收入占
比（%）","毛利率
（%）",营业收入,"营业收入占
比（%）","毛利率
（%）"
线上销售,486.41,0.42,17.60,"1,353.85",1.33,14.52
