（2）其他,,,,,,,,,
4.期末余额,,,,,,,,,
四、账面价值,,,,,,,,,
1.期末账面价值,,,"126,072,991.69",,,,,,"126,072,991.69"
2.期初账面价值,,,"193,702,054.52",,,,,,"193,702,054.52"
