项目,本期发生额,,上期发生额,
,收入,成本,收入,成本
主营业务,"783,025,002.70","731,279,742.33","709,320,087.37","638,090,158.77"
其他业务,"33,348,081.23","23,193,422.10","37,268,647.12","21,827,638.47"
合计,"816,373,083.93","754,473,164.43","746,588,734.49","659,917,797.24"
