一年内到期的可转换公司债券,,
融资租入固定资产,,
3．现金及现金等价物净变动情况：,,
现金的期末余额,"237,865,183.29","96,601,023.10"
减：现金的期初余额,"96,601,023.10","114,158,509.63"
加：现金等价物的期末余额,,
减：现金等价物的期初余额,,
现金及现金等价物净增加额,"141,264,160.19","-17,557,486.53"
