"调整期初未分配利润合计数（调增
+，调减－）",,
调整后期初未分配利润,"872,723,896.78","861,141,478.06"
"加：本期归属于母公司所有者的净
利润","56,942,009.37","51,698,765.52"
减：提取法定盈余公积,"11,847,450.60",
提取任意盈余公积,,
提取一般风险准备,,
应付普通股股利,"31,092,365.92","40,116,346.80"
转作股本的普通股股利,,
期末未分配利润,"886,726,089.63","872,723,896.78"
