事项概述及类型,查询索引
"2023 年6 月，天德福地陵园因涉非法吸收公众存款
案件被韶山市人民法院提起公诉，一审判决天德福
地陵园与湖南天润园生命文化发展有限公司、曾聪
育共同退赔投资人1.53 亿元经济损失。2024 年3 月
25 日，湘潭中院做出二审最终裁定：驳回上诉，维
持原判。目前，该案尚在执行中。",公告2023-037、2023-038、2024-004
