3.本期减少金额,,,,,,
（1）处置,,,,,,
4.期末余额,"1,573,684.23",,,,,"1,573,684.23"
四、账面价值,,,,,,
1.期末账面价值,"22,024,061.02","338,124.63","89,986.32",,"100,135.53","22,552,307.50"
2.期初账面价值,"22,709,913.43","237,635.82","104,076.12",,"120,676.09","23,172,301.46"
