项目,期末余额,,,期初余额,,
,账面余额,减值准备,账面价值,账面余额,减值准备,账面价值
对子公司投资,"849,741,971.16","198,930,867.42","650,811,103.74","1,169,731,971.16","193,520,968.42","976,211,002.74"
合计,"849,741,971.16","198,930,867.42","650,811,103.74","1,169,731,971.16","193,520,968.42","976,211,002.74"
