（2）权益工具投资,"2,294,942.40",,,"2,294,942.40"
（二）其他债权投资,,,,
"（三）其他权益工具投
资",,,,
（四）投资性房地产,,,,
1.出租用的土地使用权,,,,
2.出租的建筑物,,,,
"3.持有并准备增值后转
让的土地使用权",,,,
（五）生物资产,,,,
1.消耗性生物资产,,,,
2.生产性生物资产,,,,
"持续以公允价值计量的
资产总额","2,294,942.40",,,"2,294,942.40"
（六）交易性金融负债,,,,
"1.以公允价值计量且变
动计入当期损益的金融
负债",,,,
"其中：发行的交易性债
券",,,,
衍生金融负债,,,,
其他,,,,
"2.指定为以公允价值计
量且变动计入当期损益
的金融负债",,,,
"持续以公允价值计量的
负债总额",,,,
"二、非持续的公允价值
计量",,,,
（一）持有待售资产,,,,
"非持续以公允价值计量
的资产总额",,,,
"非持续以公允价值计量
的负债总额",,,,
