截至报告期末普通股股东总数(户),"26,950"
年度报告披露日前上一月末的普通股股东总数(户),"28,847"
截至报告期末表决权恢复的优先股股东总数（户）,0
年度报告披露日前上一月末表决权恢复的优先股股东总数（户）,0
