姓名,李福成
国籍,中国
是否取得其他国家或地区居留权,否
主要职业及职务,福成投资集团有限公司董事长
过去10 年曾控股的境内外上市公司情况,不适用
姓名,李高生
国籍,中国
是否取得其他国家或地区居留权,否
主要职业及职务,无
过去10 年曾控股的境内外上市公司情况,不适用
