子公司名称,"少数股东持股
比例","本期归属于少数股
东的损益","本期向少数股东宣
告分派的股利","期末少数股东权
益余额"
"湖南韶山天德福地陵
园有限责任公司",20.00,"-1,352,474.75",,"22,962,950.91"
