账龄,期末余额,,期初余额,
,金额,比例(%),金额,比例(%)
1 年以内,"7,336,297.42",80.20,"6,458,493.69",77.56
1 至2 年,"1,053,077.75",11.51,"1,392,993.88",16.73
2 至3 年,"260,668.33",2.85,"60,728.44",0.73
3 年以上,"497,707.05",5.44,"415,155.72",4.98
合计,"9,147,750.55",100.00,"8,327,371.73",100.00
