母公司名称,注册地,业务性质,注册资本,"母公司对本
企业的持股
比例(%)","母公司对本企
业的表决权比
例(%)"
"福成投资集
团有限公司","三河市燕
郊开发区","农牧业综合开发投资,城
镇村建设、改造与投资
开发；以及其他项目的
投资；资产收购。","258,000",34.51,34.51
